1,32201,松江,Matsue
2,32202,浜田,Hamada
3,32203,出雲,Izumo
4,32204,益田,Masuda
5,32205,大田,Ooda
6,32206,安来,Yasugi
7,32207,江津,Goutsu
8,32209,雲南,Unnan
9,32343,奥出雲,Okuizumo
10,32386,飯南,Iinan
11,32441,川本,Kawamoto
12,32448,美郷,Misato
13,32449,邑南,Oonan
14,32501,津和野,Tsuwano
15,32505,吉賀,Yoshika
16,32525,海士,Ama
17,32526,西ノ島,Nishinoshima
18,32527,知夫,Chibu
19,32528,隠岐の島,Okinoshima
